,var.features,ID
DCST1,NA,ENSG00000163357
DPM3,NA,ENSG00000179085
ASH1L-AS1,NA,ENSG00000235919
ENSG00000287839,NA,ENSG00000287839
ARHGEF2-AS1,NA,ENSG00000224276
ENSG00000285677,NA,ENSG00000285677
RAB25,NA,ENSG00000132698
BGLAP,NA,ENSG00000242252
TSACC,NA,ENSG00000163467
BCAN-AS1,NA,ENSG00000272068
ENSG00000285570,NA,ENSG00000285570
ENSG00000223356,NA,ENSG00000223356
FCRL3,NA,ENSG00000160856
FCRL2,NA,ENSG00000132704
CD5L,NA,ENSG00000073754
KIRREL1-IT1,NA,ENSG00000226520
CD1D,NA,ENSG00000158473
FCRL6,NA,ENSG00000181036
ENSG00000227741,NA,ENSG00000227741
SLAMF6,NA,ENSG00000162739
ENSG00000234425,NA,ENSG00000234425
SLAMF7,NA,ENSG00000026751
LY9,NA,ENSG00000122224
ENSG00000289121,NA,ENSG00000289121
KLHDC9,NA,ENSG00000162755
NR1I3,NA,ENSG00000143257
ENSG00000289106,NA,ENSG00000289106
ATF6-DT,NA,ENSG00000226889
SH2D1B,NA,ENSG00000198574
RGS5-AS1,NA,ENSG00000232892
ENSG00000232995,NA,ENSG00000232995
NUF2,NA,ENSG00000143228
ENSG00000269887,NA,ENSG00000269887
ENSG00000271917,NA,ENSG00000271917
LRRC52-AS1,NA,ENSG00000237463
ENSG00000228697,NA,ENSG00000228697
F5,F5,ENSG00000198734
SELE,SELE,ENSG00000007908
GORAB-AS1,NA,ENSG00000231407
ENSG00000235303,NA,ENSG00000235303
DNM3-IT1,NA,ENSG00000233540
GAS5-AS1,NA,ENSG00000270084
SERPINC1,NA,ENSG00000117601
RABGAP1L-AS1,NA,ENSG00000229531
ENSG00000287697,NA,ENSG00000287697
ENSG00000260990,NA,ENSG00000260990
RASAL2-AS1,NA,ENSG00000224687
ENSG00000261831,NA,ENSG00000261831
ENSG00000260360,NA,ENSG00000260360
LINC01699,NA,ENSG00000179452
ENSG00000288574,NA,ENSG00000288574
ENSG00000224810,NA,ENSG00000224810
RGSL1,NA,ENSG00000121446
SHCBP1L,NA,ENSG00000157060
ENSG00000286378,NA,ENSG00000286378
ENSG00000285894,NA,ENSG00000285894
LINC01035,NA,ENSG00000226486
ENSG00000241505,NA,ENSG00000241505
LINC01720,NA,ENSG00000231175
LINC02770,NA,ENSG00000228215
ENSG00000285718,NA,ENSG00000285718
ENSG00000287364,NA,ENSG00000287364
LINC01222,NA,ENSG00000233410
LINC02789,NA,ENSG00000231718
ENSG00000229191,NA,ENSG00000229191
CACNA1S,NA,ENSG00000081248
ELF3-AS1,NA,ENSG00000234678
ELF3,NA,ENSG00000163435
UBE2T,NA,ENSG00000077152
CHI3L1,CHI3L1,ENSG00000133048
CHIT1,NA,ENSG00000133063
ENSG00000286383,NA,ENSG00000286383
REN,NA,ENSG00000143839
ENSG00000287197,NA,ENSG00000287197
TMEM81,NA,ENSG00000174529
LEMD1,NA,ENSG00000186007
LEMD1-DT,NA,ENSG00000224717
SLC26A9,NA,ENSG00000174502
RHEX,NA,ENSG00000263961
AVPR1B-DT,NA,ENSG00000226780
FAM72A,NA,ENSG00000196550
IL10,NA,ENSG00000136634
FCMR,NA,ENSG00000162894
C4BPB,NA,ENSG00000123843
C4BPA,NA,ENSG00000123838
LINC02942,NA,ENSG00000237074
CR2,NA,ENSG00000117322
ENSG00000232537,NA,ENSG00000232537
ENSG00000224260,NA,ENSG00000224260
LAMB3,NA,ENSG00000196878
ENSG00000284376,NA,ENSG00000284376
NEK2-DT,NA,ENSG00000231057
LPGAT1-AS1,NA,ENSG00000229258
DTL,NA,ENSG00000143476
ENSG00000229983,NA,ENSG00000229983
ENSG00000286213,NA,ENSG00000286213
ENSG00000260805,NA,ENSG00000260805
LINC00538,NA,ENSG00000281664
ENSG00000287008,NA,ENSG00000287008
LINC02869,NA,ENSG00000228208
ZC3H11B,NA,ENSG00000215817
LINC02817,NA,ENSG00000234754
LINC02257,NA,ENSG00000238042
LINC01705,NA,ENSG00000232679
FAM177B,NA,ENSG00000197520
ENSG00000288999,NA,ENSG00000288999
ITPKB-IT1,NA,ENSG00000228382
ENSG00000287532,NA,ENSG00000287532
LINC01641,NA,ENSG00000234277
ENSG00000287205,NA,ENSG00000287205
MRPL55,NA,ENSG00000162910
IBA57-DT,NA,ENSG00000203684
H2AC25,NA,ENSG00000181218
TMEM78,NA,ENSG00000177800
LINC00582,NA,ENSG00000229228
LINC01744,NA,ENSG00000236497
ENSG00000286666,NA,ENSG00000286666
ENSG00000228044,NA,ENSG00000228044
LINC02768,NA,ENSG00000229291
ENSG00000273058,NA,ENSG00000273058
ENSG00000237250,NA,ENSG00000237250
ENSG00000231877,NA,ENSG00000231877
ENSG00000259776,NA,ENSG00000259776
CHRM3-AS2,NA,ENSG00000233355
ENSG00000286496,NA,ENSG00000286496
ENSG00000287516,NA,ENSG00000287516
ENSG00000229960,NA,ENSG00000229960
ENSG00000289439,NA,ENSG00000289439
C1orf100,NA,ENSG00000173728
ENSG00000284188,NA,ENSG00000284188
ENSG00000273175,NA,ENSG00000273175
KIF26B-AS1,NA,ENSG00000232192
ENSG00000286747,NA,ENSG00000286747
ENSG00000289566,NA,ENSG00000289566
ENSG00000286216,NA,ENSG00000286216
OR2L13,NA,ENSG00000196071
OR2G6,NA,ENSG00000188558
LINC01865,NA,ENSG00000233684
EIPR1-IT1,NA,ENSG00000224885
ENSG00000287126,NA,ENSG00000287126
ALLC,NA,ENSG00000151360
ENSG00000242540,NA,ENSG00000242540
LINC00487,NA,ENSG00000205837
GRASLND,NA,ENSG00000228203
ENSG00000289191,NA,ENSG00000289191
ENSG00000271855,NA,ENSG00000271855
LINC00570,NA,ENSG00000224177
LINC01804,NA,ENSG00000231031
MYCNOS,NA,ENSG00000233718
MYCNUT,NA,ENSG00000223850
ENSG00000236989,NA,ENSG00000236989
ENSG00000224400,NA,ENSG00000224400
RAD51AP2,NA,ENSG00000214842
ENSG00000287849,NA,ENSG00000287849
OSR1,NA,ENSG00000143867
ENSG00000234597,NA,ENSG00000234597
LINC00954,NA,ENSG00000228784
WDR35-DT,NA,ENSG00000227210
ENSG00000234378,NA,ENSG00000234378
APOB,NA,ENSG00000084674
PTRHD1,NA,ENSG00000184924
ENSG00000286645,NA,ENSG00000286645
ENSG00000230286,NA,ENSG00000230286
GTF3C2-AS1,NA,ENSG00000234945
LINC01460,NA,ENSG00000205334
ENSG00000223522,NA,ENSG00000223522
SRD5A2,NA,ENSG00000277893
ENSG00000285754,NA,ENSG00000285754
ENSG00000272027,NA,ENSG00000272027
CRIM1-DT,NA,ENSG00000260025
SULT6B1,NA,ENSG00000138068
ENSG00000287316,NA,ENSG00000287316
CDC42EP3-AS1,NA,ENSG00000236213
PIRAT1,NA,ENSG00000237803
ENSG00000288994,NA,ENSG00000288994
EML4-AS1,NA,ENSG00000224875
ENSG00000287387,NA,ENSG00000287387
LINC01126,NA,ENSG00000279873
ABCG5,NA,ENSG00000138075
ENSG00000286519,NA,ENSG00000286519
ENSG00000253515,NA,ENSG00000253515
ENSG00000225187,NA,ENSG00000225187
TSPYL6,NA,ENSG00000178021
SPTBN1-AS1,NA,ENSG00000228108
ENSG00000285519,NA,ENSG00000285519
ENSG00000236498,NA,ENSG00000236498
TMEM17,NA,ENSG00000186889
ENSG00000226605,NA,ENSG00000226605
OTX1,NA,ENSG00000115507
ENSG00000287123,NA,ENSG00000287123
LINC03050,NA,ENSG00000235725
ENSG00000281920,NA,ENSG00000281920
LINC01798,NA,ENSG00000232046
LINC01828,NA,ENSG00000235885
SMANTIS,NA,ENSG00000288869
ENSG00000229229,NA,ENSG00000229229
CLEC4F,NA,ENSG00000152672
ATP6V1B1-AS1,NA,ENSG00000239322
ENSG00000272702,NA,ENSG00000272702
ENSG00000285068,NA,ENSG00000285068
ENSG00000286244,NA,ENSG00000286244
DCTN1-AS1,NA,ENSG00000237737
LINC01291,NA,ENSG00000204792
ENSG00000270996,NA,ENSG00000270996
LRRTM4-AS1,NA,ENSG00000234653
ENSG00000237031,NA,ENSG00000237031
ENSG00000237498,NA,ENSG00000237498
ENSG00000228272,NA,ENSG00000228272
ENSG00000289076,NA,ENSG00000289076
ENSG00000290110,NA,ENSG00000290110
SH2D6,NA,ENSG00000152292
PARTICL,NA,ENSG00000286532
RNF181,NA,ENSG00000168894
ENSG00000229498,NA,ENSG00000229498
CD8B,NA,ENSG00000172116
ENSG00000291013,NA,ENSG00000291013
ENSG00000287931,NA,ENSG00000287931
ENSG00000287763,NA,ENSG00000287763
ENSG00000287670,NA,ENSG00000287670
ENSG00000225420,NA,ENSG00000225420
ENSG00000281904,NA,ENSG00000281904
ENSG00000291025,NA,ENSG00000291025
ENSG00000287362,NA,ENSG00000287362
ENSG00000273305,NA,ENSG00000273305
ASTL,NA,ENSG00000188886
ENSG00000230747,NA,ENSG00000230747
ITPRIPL1,NA,ENSG00000198885
CNNM3-DT,NA,ENSG00000273265
C2orf15,NA,ENSG00000273045
LINC01104,NA,ENSG00000232084
LINC01849,NA,ENSG00000234988
TBC1D8-AS1,NA,ENSG00000272902
IL18RAP,NA,ENSG00000115607
LINC01796,NA,ENSG00000277527
ENSG00000286290,NA,ENSG00000286290
MRPS9-AS1,NA,ENSG00000231851
LINC01918,NA,ENSG00000226508
ENSG00000238273,NA,ENSG00000238273
ENSG00000287308,NA,ENSG00000287308
ENSG00000234162,NA,ENSG00000234162
ECRG4,NA,ENSG00000119147
LINC01789,NA,ENSG00000229457
RGPD4-AS1,NA,ENSG00000230651
EDAR,NA,ENSG00000135960
ENSG00000230696,NA,ENSG00000230696
LINC01123,NA,ENSG00000204588
LIMS4,NA,ENSG00000256671
BUB1,NA,ENSG00000169679
ENSG00000271590,NA,ENSG00000271590
ENSG00000280878,NA,ENSG00000280878
ENSG00000286545,NA,ENSG00000286545
CKAP2L,NA,ENSG00000169607
PAX8,NA,ENSG00000125618
LINC01191,NA,ENSG00000234199
ENSG00000286776,NA,ENSG00000286776
SCTR,NA,ENSG00000080293
ENSG00000286206,NA,ENSG00000286206
LINC01889,NA,ENSG00000235491
TEX51,NA,ENSG00000237524
ENSG00000286971,NA,ENSG00000286971
RAB6C,NA,ENSG00000222014
MED15P9,NA,ENSG00000290707
PRSS40A,NA,ENSG00000290614
CCDC74A,NA,ENSG00000163040
ENSG00000287414,NA,ENSG00000287414
ENSG00000289534,NA,ENSG00000289534
CXCR4,NA,ENSG00000121966
ENSG00000241772,NA,ENSG00000241772
LINC02631,NA,ENSG00000237772
LINC02993,NA,ENSG00000287115
ENSG00000286225,NA,ENSG00000286225
ENSG00000287847,NA,ENSG00000287847
KIF5C-AS1,NA,ENSG00000231079
ENSG00000228064,NA,ENSG00000228064
ENSG00000236885,NA,ENSG00000236885
ENSG00000225214,NA,ENSG00000225214
LINC01958,NA,ENSG00000283436
GALNT5,NA,ENSG00000136542
ENSG00000270557,NA,ENSG00000270557
ENSG00000289488,NA,ENSG00000289488
ENSG00000228586,NA,ENSG00000228586
ENSG00000287091,NA,ENSG00000287091
ENSG00000286611,NA,ENSG00000286611
ENSG00000288048,NA,ENSG00000288048
MAP3K20-AS1,NA,ENSG00000238133
ENSG00000271996,NA,ENSG00000271996
PDE11A-AS1,NA,ENSG00000229941
ENSG00000271011,NA,ENSG00000271011
ENSG00000270574,NA,ENSG00000270574
ENSG00000271141,NA,ENSG00000271141
ITPRID2-DT,NA,ENSG00000260742
ENSG00000286152,NA,ENSG00000286152
ENSG00000259915,NA,ENSG00000259915
ENSG00000223523,NA,ENSG00000223523
OSGEPL1-AS1,NA,ENSG00000253559
ENSG00000286358,NA,ENSG00000286358
ENSG00000271893,NA,ENSG00000271893
ENSG00000272211,NA,ENSG00000272211
BZW1-AS1,NA,ENSG00000230408
FZD7,NA,ENSG00000155760
KIAA2012-AS1,NA,ENSG00000222035
ENSG00000287041,NA,ENSG00000287041
CTLA4,NA,ENSG00000163599
FAM237A,NA,ENSG00000235118
ENSG00000231896,NA,ENSG00000231896
ENSG00000272807,NA,ENSG00000272807
ENSG00000227769,NA,ENSG00000227769
LINC01963,NA,ENSG00000260804
ENSG00000261338,NA,ENSG00000261338
CATIP-AS2,NA,ENSG00000237281
ENSG00000272555,NA,ENSG00000272555
WNT6,NA,ENSG00000115596
CFAP65,NA,ENSG00000181378
TUBA4B,NA,ENSG00000243910
DNPEP-AS1,NA,ENSG00000229525
ENSG00000286272,NA,ENSG00000286272
ENSG00000234446,NA,ENSG00000234446
CCDC195,NA,ENSG00000283428
TM4SF20,NA,ENSG00000168955
ENSG00000236116,NA,ENSG00000236116
CCL20,NA,ENSG00000115009
GCSIR,NA,ENSG00000232520
SPATA3-AS1,NA,ENSG00000238062
NMUR1,NA,ENSG00000171596
ENSG00000261096,NA,ENSG00000261096
ENSG00000227033,NA,ENSG00000227033
ENSG00000237126,NA,ENSG00000237126
ENSG00000259793,NA,ENSG00000259793
HJURP,NA,ENSG00000123485
AGAP1-IT1,NA,ENSG00000235529
RAB17-DT,NA,ENSG00000234949
ENSG00000286864,NA,ENSG00000286864
ERFE,NA,ENSG00000178752
ENSG00000225057,NA,ENSG00000225057
ENSG00000232306,NA,ENSG00000232306
ENSG00000220256,NA,ENSG00000220256
OR6B3,NA,ENSG00000178586
ENSG00000227479,NA,ENSG00000227479
ENSG00000224272,NA,ENSG00000224272
CHL1-AS1,NA,ENSG00000234661
ENSG00000287505,NA,ENSG00000287505
IL5RA,NA,ENSG00000091181
ENSG00000224884,NA,ENSG00000224884
ENSG00000287878,NA,ENSG00000287878
JAGN1,NA,ENSG00000171135
ENSG00000287086,NA,ENSG00000287086
ATP2B2-IT2,NA,ENSG00000224771
ENSG00000286962,NA,ENSG00000286962
ENSG00000287964,NA,ENSG00000287964
ENSG00000288969,NA,ENSG00000288969
ENSG00000285906,NA,ENSG00000285906
HDAC11-AS1,NA,ENSG00000244502
LINC02922,NA,ENSG00000235629
ENSG00000271964,NA,ENSG00000271964
ENSG00000229271,NA,ENSG00000229271
SGO1,NA,ENSG00000129810
ENSG00000261734,NA,ENSG00000261734
ENSG00000287348,NA,ENSG00000287348
LINC01980,NA,ENSG00000225548
ENSG00000287774,NA,ENSG00000287774
ENSG00000289450,NA,ENSG00000289450
ENSG00000261468,NA,ENSG00000261468
ENSG00000261572,NA,ENSG00000261572
CCR4,NA,ENSG00000183813
TMPPE,NA,ENSG00000188167
ENSG00000289460,NA,ENSG00000289460
PDCD6IP-DT,NA,ENSG00000271643
ENSG00000271993,NA,ENSG00000271993
MYD88,NA,ENSG00000172936
SLC22A13,NA,ENSG00000172940
ACVR2B-AS1,NA,ENSG00000229589
ENSG00000287620,NA,ENSG00000287620
VIPR1-AS1,NA,ENSG00000232354
ENSG00000289558,NA,ENSG00000289558
ENSG00000235288,NA,ENSG00000235288
CYP8B1,NA,ENSG00000180432
KRBOX1,NA,ENSG00000240747
ENSG00000272077,NA,ENSG00000272077
XCR1,NA,ENSG00000173578
CCR5,NA,ENSG00000160791
ENSG00000289507,NA,ENSG00000289507
ENSG00000214773,NA,ENSG00000214773
NDUFAF3,NA,ENSG00000178057
ENSG00000225399,NA,ENSG00000225399
BSN-AS1,NA,ENSG00000235120
GMPPB,NA,ENSG00000173540
ENSG00000228008,NA,ENSG00000228008
SEMA3B-AS1,NA,ENSG00000232352
NAA80,NA,ENSG00000243477
LINC02019,NA,ENSG00000273356
ENSG00000287707,NA,ENSG00000287707
TWF2-DT,NA,ENSG00000243224
ITIH1,NA,ENSG00000055957
ENSG00000288029,NA,ENSG00000288029
LINC02030,NA,ENSG00000240708
ENSG00000242317,NA,ENSG00000242317
ARHGEF3-AS1,NA,ENSG00000240198
SPATA12,NA,ENSG00000186451
DENND6A-DT,NA,ENSG00000241933
ENSG00000272182,NA,ENSG00000272182
FAM3D-AS1,NA,ENSG00000244383
SYNPR-AS1,NA,ENSG00000241359
ENSG00000271843,NA,ENSG00000271843
MAGI1-IT1,NA,ENSG00000272610
MAGI1-AS1,NA,ENSG00000240175
FOXP1-AS1,NA,ENSG00000244203
ENSG00000287882,NA,ENSG00000287882
LINC02005,NA,ENSG00000242741
ENSG00000287398,NA,ENSG00000287398
LINC00960,NA,ENSG00000242516
LINC02027,NA,ENSG00000243694
ENSG00000242009,NA,ENSG00000242009
LINC00971,NA,ENSG00000242641
CADM2-AS2,NA,ENSG00000241648
RDUR,NA,ENSG00000214407
ENSG00000288848,NA,ENSG00000288848
ENSG00000272597,NA,ENSG00000272597
LINC01990,NA,ENSG00000273125
TRAT1,NA,ENSG00000163519
GUCA1C,NA,ENSG00000138472
DPPA2,NA,ENSG00000163530
ENSG00000286492,NA,ENSG00000286492
TMPRSS7,NA,ENSG00000176040
TIGIT,NA,ENSG00000181847
LSAMP-AS1,NA,ENSG00000240922
UPK1B,NA,ENSG00000114638
ARHGAP31-AS1,NA,ENSG00000241155
CD80,NA,ENSG00000121594
HGD,NA,ENSG00000113924
ILDR1,NA,ENSG00000145103
CASR,CASR,ENSG00000036828
MUC13,NA,ENSG00000173702
ENSG00000287617,NA,ENSG00000287617
FAM86JP,NA,ENSG00000291071
ENSG00000250934,NA,ENSG00000250934
UROC1,NA,ENSG00000159650
LINC02016,NA,ENSG00000244215
LINC01471,NA,ENSG00000239921
ENSG00000285600,NA,ENSG00000285600
ENSG00000287143,NA,ENSG00000287143
ENSG00000286806,NA,ENSG00000286806
ENSG00000290241,NA,ENSG00000290241
ENSG00000288996,NA,ENSG00000288996
COL6A6,NA,ENSG00000206384
ENSG00000261167,NA,ENSG00000261167
ENSG00000248468,NA,ENSG00000248468
BFSP2,NA,ENSG00000170819
LINC02004,NA,ENSG00000240006
IL20RB-AS1,NA,ENSG00000249407
RASA2-IT1,NA,ENSG00000250170
PLS1-AS1,NA,ENSG00000239641
ENSG00000243818,NA,ENSG00000243818
ENSG00000268129,NA,ENSG00000268129
CHST2,NA,ENSG00000175040
ENSG00000289451,NA,ENSG00000289451
LINC02032,NA,ENSG00000241131
ENSG00000285557,NA,ENSG00000285557
WWTR1-IT1,NA,ENSG00000241985
ENSG00000241048,NA,ENSG00000241048
CLRN1-AS1,NA,ENSG00000239265
GPR171,NA,ENSG00000174946
ENSG00000244268,NA,ENSG00000244268
ENSG00000286585,NA,ENSG00000286585
ENSG00000289409,NA,ENSG00000289409
ENSG00000241770,NA,ENSG00000241770
MLF1-DT,NA,ENSG00000243150
ENSG00000271778,NA,ENSG00000271778
ENSG00000286913,NA,ENSG00000286913
LINC02067,NA,ENSG00000240567
ENSG00000241168,NA,ENSG00000241168
LINC01192,NA,ENSG00000241369
LINC01324,NA,ENSG00000241767
ENSG00000244706,NA,ENSG00000244706
ENSG00000286994,NA,ENSG00000286994
ACTRT3,NA,ENSG00000184378
LRRC31,NA,ENSG00000114248
SAMD7,NA,ENSG00000187033
FHL1P1,NA,ENSG00000239219
ENSG00000242578,NA,ENSG00000242578
RPL22L1,NA,ENSG00000163584
LINC02068,NA,ENSG00000223387
LINC01994,NA,ENSG00000241098
LINC01995,NA,ENSG00000244247
ENSG00000287941,NA,ENSG00000287941
YEATS2-AS1,NA,ENSG00000233885
HTR3E-AS1,NA,ENSG00000238020
HTR3E,NA,ENSG00000186038
EEF1AKMT4,NA,ENSG00000284753
LINC01840,NA,ENSG00000230215
LINC02069,NA,ENSG00000229433
EHHADH-AS1,NA,ENSG00000223358
ENSG00000289331,NA,ENSG00000289331
ENSG00000234238,NA,ENSG00000234238
OSTN,NA,ENSG00000188729
FGF12-AS1,NA,ENSG00000231383
ENSG00000276407,NA,ENSG00000276407
LINC02036,NA,ENSG00000225742
TMEM44-AS2,NA,ENSG00000229334
TM4SF19,NA,ENSG00000145107
LINC01063,NA,ENSG00000232065
NCBP2-AS1,NA,ENSG00000225578
ENSG00000286017,NA,ENSG00000286017
DLG1-AS1,NA,ENSG00000227375
ENSG00000237167,NA,ENSG00000237167
LMLN-AS1,NA,ENSG00000232832
ENSG00000275426,NA,ENSG00000275426
ENSG00000233799,NA,ENSG00000233799
SLC26A1,NA,ENSG00000145217
ENSG00000227189,NA,ENSG00000227189
ENSG00000251148,NA,ENSG00000251148
DOK7,NA,ENSG00000175920
OTOP1,NA,ENSG00000163982
ENSG00000248516,NA,ENSG00000248516
CYTL1,NA,ENSG00000170891
LINC02481,NA,ENSG00000246526
BLOC1S4,NA,ENSG00000186222
ENSG00000287164,NA,ENSG00000287164
ENSG00000290015,NA,ENSG00000290015
ENSG00000250371,NA,ENSG00000250371
ENSG00000250098,NA,ENSG00000250098
ENSG00000251679,NA,ENSG00000251679
ENSG00000251412,NA,ENSG00000251412
ENSG00000273133,NA,ENSG00000273133
ENSG00000286888,NA,ENSG00000286888
NCAPG,NA,ENSG00000109805
SLC34A2,NA,ENSG00000157765
LINC02506,NA,ENSG00000251129
ENSG00000286784,NA,ENSG00000286784
ENSG00000250954,NA,ENSG00000250954
LINC02484,NA,ENSG00000248685
ENSG00000247193,NA,ENSG00000247193
LINC02278,NA,ENSG00000251635
PHOX2B-AS1,NA,ENSG00000250467
ENSG00000250781,NA,ENSG00000250781
GRXCR1,NA,ENSG00000215203
COX7B2,NA,ENSG00000170516
ENSG00000282917,NA,ENSG00000282917
SPATA18,NA,ENSG00000163071
ENSG00000260120,NA,ENSG00000260120
ENSG00000286161,NA,ENSG00000286161
LNX1-AS1,NA,ENSG00000250930
ENSG00000287534,NA,ENSG00000287534
ENSG00000250646,NA,ENSG00000250646
ENSG00000269921,NA,ENSG00000269921
ENSG00000249111,NA,ENSG00000249111
ENSG00000249392,NA,ENSG00000249392
ENSG00000287174,NA,ENSG00000287174
ENSG00000250775,NA,ENSG00000250775
ENSG00000249413,NA,ENSG00000249413
TMPRSS11A,NA,ENSG00000187054
UGT2B17,NA,ENSG00000197888
UGT2B7,NA,ENSG00000171234
PRR27,NA,ENSG00000187533
ALB,NA,ENSG00000163631
RASSF6,NA,ENSG00000169435
CXCL1,NA,ENSG00000163739
CXCL3,CXCL3,ENSG00000163734
EPGN,NA,ENSG00000182585
STBD1,NA,ENSG00000118804
ENSG00000288888,NA,ENSG00000288888
ENSG00000287632,NA,ENSG00000287632
BMP2K-DT,NA,ENSG00000260278
PRKG2-AS1,NA,ENSG00000251059
SLC10A6,NA,ENSG00000145283
C4orf36,NA,ENSG00000163633
HSD17B13,NA,ENSG00000170509
ENSG00000249001,NA,ENSG00000249001
ENSG00000289034,NA,ENSG00000289034
ENSG00000287552,NA,ENSG00000287552
STPG2-AS1,NA,ENSG00000251620
ADH4,NA,ENSG00000198099
ENSG00000248161,NA,ENSG00000248161
TACR3-AS1,NA,ENSG00000251577
ENSG00000287520,NA,ENSG00000287520
LINC02262,NA,ENSG00000224932
ENSG00000288921,NA,ENSG00000288921
ENSG00000260091,NA,ENSG00000260091
MAD2L1,NA,ENSG00000164109
SMIM43,NA,ENSG00000164112
ENSG00000249837,ENSG00000249837,ENSG00000249837
LINC02516,NA,ENSG00000261083
SLC25A31,NA,ENSG00000151475
ENSG00000261668,NA,ENSG00000261668
LINC02466,NA,ENSG00000246876
LINC02377,NA,ENSG00000250102
LINC01256,NA,ENSG00000251398
ENSG00000286320,NA,ENSG00000286320
ENSG00000249806,NA,ENSG00000249806
ENSG00000286055,NA,ENSG00000286055
HHIP-AS1,NA,ENSG00000248890
ENSG00000286420,NA,ENSG00000286420
C4orf51,NA,ENSG00000237136
ENSG00000288998,NA,ENSG00000288998
PRSS48,NA,ENSG00000189099
ENSG00000249022,NA,ENSG00000249022
ENSG00000287216,NA,ENSG00000287216
LRAT,NA,ENSG00000121207
ENSG00000251244,ENSG00000251244,ENSG00000251244
C4orf46,NA,ENSG00000205208
ENSG00000287072,NA,ENSG00000287072
ENSG00000285563,NA,ENSG00000285563
ENSG00000287424,NA,ENSG00000287424
ENSG00000286302,NA,ENSG00000286302
ENSG00000287210,NA,ENSG00000287210
LINC02174,NA,ENSG00000249297
HAND2-AS1,NA,ENSG00000237125
LINC02269,NA,ENSG00000250708
ENSG00000289210,NA,ENSG00000289210
ENSG00000249945,NA,ENSG00000249945
ASB5,NA,ENSG00000164122
ENSG00000289520,NA,ENSG00000289520
ENSG00000249084,NA,ENSG00000249084
LINC00290,NA,ENSG00000248197
WWC2-AS1,NA,ENSG00000251128
LINC02363,NA,ENSG00000180712
ENSG00000270426,NA,ENSG00000270426
LINC02365,NA,ENSG00000254233
ENSG00000286256,NA,ENSG00000286256
MIR3945HG,NA,ENSG00000251230
MTNR1A,NA,ENSG00000168412
ENSG00000250971,NA,ENSG00000250971
TRIML2,NA,ENSG00000179046
ENSG00000250626,NA,ENSG00000250626
PP7080,NA,ENSG00000188242
SLC9A3,NA,ENSG00000066230
CEP72-DT,NA,ENSG00000249650
TERT,NA,ENSG00000164362
ENSG00000251532,NA,ENSG00000251532
LSINCT5,NA,ENSG00000281560
LINC01020,NA,ENSG00000215231
ENSG00000250866,NA,ENSG00000250866
ENSG00000287031,NA,ENSG00000287031
ENSG00000248537,NA,ENSG00000248537
ENSG00000249807,NA,ENSG00000249807
LINC01513,NA,ENSG00000246016
LINC01194,NA,ENSG00000248131
ANKH-DT,NA,ENSG00000272057
ENSG00000249199,NA,ENSG00000249199
CDH18-AS1,NA,ENSG00000249854
ENSG00000249359,NA,ENSG00000249359
ENSG00000286961,NA,ENSG00000286961
PRDM9,NA,ENSG00000164256
ENSG00000286134,NA,ENSG00000286134
LINC02228,NA,ENSG00000251273
LINC02211,NA,ENSG00000245662
ENSG00000251654,NA,ENSG00000251654
ENSG00000251033,NA,ENSG00000251033
ENSG00000248490,NA,ENSG00000248490
ENSG00000250453,NA,ENSG00000250453
LINC02064,NA,ENSG00000248391
ENSG00000287176,NA,ENSG00000287176
ENSG00000254138,NA,ENSG00000254138
AGXT2,NA,ENSG00000113492
ENSG00000248533,NA,ENSG00000248533
ENSG00000286809,NA,ENSG00000286809
LINC00604,NA,ENSG00000250585
C6,NA,ENSG00000039537
ENSG00000286164,NA,ENSG00000286164
OXCT1-AS1,NA,ENSG00000248668
ENSG00000286656,NA,ENSG00000286656
ENSG00000251131,NA,ENSG00000251131
ANXA2R,NA,ENSG00000177721
ENSG00000248148,NA,ENSG00000248148
ENSG00000288035,NA,ENSG00000288035
LINC02105,NA,ENSG00000250447
ENSG00000287087,NA,ENSG00000287087
ENSG00000240535,NA,ENSG00000240535
GZMK,NA,ENSG00000113088
CDC20B,NA,ENSG00000164287
IL31RA,NA,ENSG00000164509
ENSG00000225230,NA,ENSG00000225230
ENSG00000289152,NA,ENSG00000289152
LNCBRM,NA,ENSG00000249436
ENSG00000287709,NA,ENSG00000287709
ENSG00000288936,NA,ENSG00000288936
ENSG00000248199,NA,ENSG00000248199
ENSG00000250081,NA,ENSG00000250081
MAST4-IT1,NA,ENSG00000249057
TILRLS,NA,ENSG00000251206
ENSG00000250421,NA,ENSG00000250421
ENSG00000290556,NA,ENSG00000290556
SERF1A,NA,ENSG00000172058
ENSG00000289810,NA,ENSG00000289810
LINC02056,NA,ENSG00000248371
TMEM171,NA,ENSG00000157111
ENSG00000287701,NA,ENSG00000287701
ENSG00000247372,NA,ENSG00000247372
ENSG00000225407,NA,ENSG00000225407
ENSG00000250615,NA,ENSG00000250615
LINC01455,NA,ENSG00000250888
ENSG00000288741,NA,ENSG00000288741
LINC01337,NA,ENSG00000251221
VCAN-AS1,NA,ENSG00000249835
LINC02161,NA,ENSG00000250437
ENSG00000250362,NA,ENSG00000250362
ENSG00000248734,NA,ENSG00000248734
LINC01846,NA,ENSG00000248901
SLCO4C1,NA,ENSG00000173930
SLCO6A1,NA,ENSG00000205359
LINC00491,NA,ENSG00000250682
ENSG00000283462,NA,ENSG00000283462
ENSG00000286882,NA,ENSG00000286882
